Record_ID,City,Province,Healthcare_Facility_Name,Facility_Type,Public_or_Private,Number_of_Beds,Number_of_Doctors,Number_of_Nurses,Daily_Patient_Capacity,Emergency_Service,Average_Rating,
484,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 484,Diagnostic Lab,Private,422,216,359,1946,Yes,4.4,
485,Hyderabad,Sindh,Hyderabad Healthcare Facility 485,Hospital,Public,421,132,325,850,No,4.2,
486,Gujranwala,Punjab,Gujranwala Healthcare Facility 486,Clinic,Private,420,109,199,1295,Yes,4.5,
487,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 487,Clinic,Private,418,87,203,772,Yes,2.6,
488,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 488,Clinic,Public,417,31,573,756,Yes,3.8,
489,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 489,Maternity Home,Private,416,134,106,303,Yes,3.1,
490,Multan,Punjab,Multan Healthcare Facility 490,Medical Center,Private,416,217,34,1570,Yes,2.9,
491,Quetta,Balochistan,Quetta Healthcare Facility 491,Medical Center,Private,416,283,180,439,Yes,2.8,
492,Sialkot,Punjab,Sialkot Healthcare Facility 492,Clinic,Public,415,93,534,1047,No,4.3,
493,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 493,Diagnostic Lab,Public,415,235,133,326,No,5,
494,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 494,Clinic,Private,414,109,65,1120,Yes,3.8,
495,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 495,Hospital,Private,414,290,320,1068,No,2.9,
496,Multan,Punjab,Multan Healthcare Facility 496,Diagnostic Lab,Private,414,253,86,189,No,3.3,
497,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 497,Diagnostic Lab,Public,414,84,427,1660,Yes,4.3,
498,Sialkot,Punjab,Sialkot Healthcare Facility 498,Maternity Home,Private,414,242,297,1372,Yes,4.9,
499,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 499,Medical Center,Private,413,84,326,596,No,4.3,
500,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 500,Clinic,Private,412,163,142,111,No,3.3,
501,Sukkur,Sindh,Sukkur Healthcare Facility 501,Maternity Home,Public,412,46,504,1435,Yes,2.6,
502,Sialkot,Punjab,Sialkot Healthcare Facility 502,Hospital,Private,411,300,339,1455,No,4.5,
503,Multan,Punjab,Multan Healthcare Facility 503,Diagnostic Lab,Public,411,293,562,539,No,3.8,
504,Lahore,Punjab,Lahore Healthcare Facility 504,Diagnostic Lab,Public,410,281,467,1134,No,4.8,
505,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 505,Medical Center,Private,410,58,488,605,No,3.1,
506,Quetta,Balochistan,Quetta Healthcare Facility 506,Maternity Home,Private,409,69,280,800,Yes,4.8,
507,Karachi,Sindh,Karachi Healthcare Facility 507,Diagnostic Lab,Private,409,187,178,84,Yes,3.8,
508,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 508,Medical Center,Private,408,291,487,90,No,4,
509,Lahore,Punjab,Lahore Healthcare Facility 509,Maternity Home,Private,408,40,214,938,No,2.8,
510,Hyderabad,Sindh,Hyderabad Healthcare Facility 510,Clinic,Public,407,66,434,723,No,4.2,
511,Faisalabad,Punjab,Faisalabad Healthcare Facility 511,Maternity Home,Public,406,57,279,102,No,4.3,
512,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 512,Clinic,Public,405,177,64,1679,No,4.6,
513,Sukkur,Sindh,Sukkur Healthcare Facility 513,Hospital,Public,405,178,581,1670,No,3.2,
514,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 514,Maternity Home,Private,403,269,127,242,Yes,3.1,
515,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 515,Hospital,Public,402,24,55,830,No,4.7,
516,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 516,Diagnostic Lab,Public,402,209,395,1185,No,4.2,
517,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 517,Medical Center,Public,401,168,446,1801,No,4.8,
518,Lahore,Punjab,Lahore Healthcare Facility 518,Diagnostic Lab,Public,400,9,84,1867,Yes,4.3,
519,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 519,Diagnostic Lab,Private,400,39,486,1561,No,4.1,
520,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 520,Clinic,Public,399,35,145,213,Yes,3.9,
521,Lahore,Punjab,Lahore Healthcare Facility 521,Hospital,Private,398,47,306,1268,No,2.9,
522,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 522,Clinic,Public,398,27,204,217,No,3.9,
523,Hyderabad,Sindh,Hyderabad Healthcare Facility 523,Hospital,Private,397,197,327,1645,Yes,3.9,
524,Sialkot,Punjab,Sialkot Healthcare Facility 524,Clinic,Private,395,134,28,411,Yes,4.9,
525,Sukkur,Sindh,Sukkur Healthcare Facility 525,Maternity Home,Private,394,271,582,1981,No,3.3,
526,Faisalabad,Punjab,Faisalabad Healthcare Facility 526,Diagnostic Lab,Private,394,54,451,1755,Yes,3.9,
527,Multan,Punjab,Multan Healthcare Facility 527,Maternity Home,Public,393,61,497,272,Yes,2.5,
528,Gujranwala,Punjab,Gujranwala Healthcare Facility 528,Clinic,Public,391,177,498,1419,No,4.1,
529,Faisalabad,Punjab,Faisalabad Healthcare Facility 529,Diagnostic Lab,Private,389,37,441,1190,Yes,3.2,
530,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 530,Maternity Home,Private,388,85,303,1177,No,2.9,
531,Hyderabad,Sindh,Hyderabad Healthcare Facility 531,Clinic,Private,387,135,309,1395,Yes,3.2,
532,Lahore,Punjab,Lahore Healthcare Facility 532,Medical Center,Private,387,86,271,1001,No,4.5,
533,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 533,Medical Center,Public,386,89,67,436,No,3.1,
534,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 534,Medical Center,Private,386,275,518,1436,Yes,2.8,
535,Karachi,Sindh,Karachi Healthcare Facility 535,Clinic,Private,386,33,72,316,Yes,3,
536,Sukkur,Sindh,Sukkur Healthcare Facility 536,Medical Center,Public,385,109,30,1543,No,4.1,
537,Quetta,Balochistan,Quetta Healthcare Facility 537,Clinic,Public,384,244,193,264,No,4.1,
538,Hyderabad,Sindh,Hyderabad Healthcare Facility 538,Diagnostic Lab,Private,382,183,584,1769,No,3.1,
539,Gujranwala,Punjab,Gujranwala Healthcare Facility 539,Clinic,Private,381,270,12,776,Yes,4.3,
540,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 540,Clinic,Public,381,100,295,476,No,3.4,
541,Karachi,Sindh,Karachi Healthcare Facility 541,Hospital,Private,380,158,428,160,Yes,4.7,
542,Sialkot,Punjab,Sialkot Healthcare Facility 542,Hospital,Private,380,12,460,780,Yes,4.6,
543,Hyderabad,Sindh,Hyderabad Healthcare Facility 543,Medical Center,Private,378,179,66,1692,No,3,
544,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 544,Hospital,Public,376,284,578,1891,No,4.3,
545,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 545,Diagnostic Lab,Private,376,31,467,1370,No,3.9,
546,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 546,Diagnostic Lab,Private,376,194,459,1874,No,3.4,
547,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 547,Maternity Home,Private,376,299,425,516,No,4.7,
548,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 548,Medical Center,Private,375,30,22,1181,Yes,3.6,
549,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 549,Diagnostic Lab,Public,374,10,121,176,No,3.1,
550,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 550,Clinic,Public,373,296,144,536,Yes,3.9,
551,Faisalabad,Punjab,Faisalabad Healthcare Facility 551,Hospital,Private,373,12,246,1534,No,4.5,
552,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 552,Diagnostic Lab,Public,373,76,561,1591,No,4.8,
553,Gujranwala,Punjab,Gujranwala Healthcare Facility 553,Diagnostic Lab,Public,372,38,335,1433,Yes,4.2,
554,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 554,Maternity Home,Public,372,249,349,182,Yes,4.3,
555,Karachi,Sindh,Karachi Healthcare Facility 555,Medical Center,Private,371,271,343,496,No,4.1,
556,Hyderabad,Sindh,Hyderabad Healthcare Facility 556,Maternity Home,Private,370,11,438,512,No,3.5,
557,Quetta,Balochistan,Quetta Healthcare Facility 557,Medical Center,Private,369,187,502,616,Yes,2.5,
558,Gujranwala,Punjab,Gujranwala Healthcare Facility 558,Diagnostic Lab,Private,368,228,311,281,Yes,4.5,
559,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 559,Diagnostic Lab,Public,367,294,522,1780,Yes,4.4,
560,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 560,Medical Center,Private,367,82,553,635,Yes,4.6,
561,Karachi,Sindh,Karachi Healthcare Facility 561,Diagnostic Lab,Private,366,98,424,440,No,4.1,
562,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 562,Maternity Home,Public,366,274,440,471,Yes,3.8,
563,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 563,Maternity Home,Public,365,105,423,1770,Yes,3.2,
564,Quetta,Balochistan,Quetta Healthcare Facility 564,Maternity Home,Public,364,28,25,1339,Yes,4.8,
565,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 565,Clinic,Public,363,268,63,208,No,3.3,
566,Karachi,Sindh,Karachi Healthcare Facility 566,Medical Center,Public,362,14,117,1956,Yes,3.8,
567,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 567,Medical Center,Public,362,228,141,193,No,2.8,
568,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 568,Hospital,Public,362,196,46,1114,Yes,4.4,
569,Sukkur,Sindh,Sukkur Healthcare Facility 569,Hospital,Private,362,99,398,1368,No,2.9,
570,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 570,Maternity Home,Public,360,21,390,1014,No,4.6,
571,Lahore,Punjab,Lahore Healthcare Facility 571,Clinic,Private,360,19,527,1751,No,2.9,
572,Faisalabad,Punjab,Faisalabad Healthcare Facility 572,Maternity Home,Public,360,99,319,1511,No,2.7,
573,Sialkot,Punjab,Sialkot Healthcare Facility 573,Maternity Home,Public,360,277,160,813,Yes,4.5,
574,Lahore,Punjab,Lahore Healthcare Facility 574,Diagnostic Lab,Public,360,254,570,1088,No,3.8,
575,Multan,Punjab,Multan Healthcare Facility 575,Clinic,Public,358,186,48,621,No,5,
576,Sukkur,Sindh,Sukkur Healthcare Facility 576,Hospital,Private,357,136,305,942,Yes,2.8,
577,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 577,Clinic,Public,356,138,59,546,No,4.5,
578,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 578,Maternity Home,Private,356,287,538,483,No,3.2,
579,Quetta,Balochistan,Quetta Healthcare Facility 579,Medical Center,Private,355,146,490,80,Yes,3.9,
580,Sukkur,Sindh,Sukkur Healthcare Facility 580,Clinic,Public,354,59,391,589,No,4.2,
581,Hyderabad,Sindh,Hyderabad Healthcare Facility 581,Medical Center,Private,354,214,104,1889,No,3,
582,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 582,Clinic,Private,354,221,342,484,No,3.1,
583,Faisalabad,Punjab,Faisalabad Healthcare Facility 583,Hospital,Public,353,24,188,265,No,4,
584,Quetta,Balochistan,Quetta Healthcare Facility 584,Maternity Home,Public,349,152,167,1110,No,2.6,
585,Hyderabad,Sindh,Hyderabad Healthcare Facility 585,Diagnostic Lab,Private,349,127,144,1607,Yes,4,
586,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 586,Maternity Home,Public,348,140,353,747,Yes,4.1,
587,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 587,Maternity Home,Private,348,170,594,1204,No,2.8,
588,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 588,Maternity Home,Private,347,112,106,750,Yes,4.8,
589,Sialkot,Punjab,Sialkot Healthcare Facility 589,Hospital,Public,346,252,384,58,No,4.2,
590,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 590,Diagnostic Lab,Public,346,95,303,1663,No,3,
591,Hyderabad,Sindh,Hyderabad Healthcare Facility 591,Maternity Home,Private,344,33,422,950,Yes,4.1,
592,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 592,Medical Center,Private,343,217,485,1015,No,4.5,
593,Sukkur,Sindh,Sukkur Healthcare Facility 593,Clinic,Private,343,175,442,1218,No,4.1,
594,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 594,Hospital,Private,343,115,558,1269,No,4.2,
595,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 595,Hospital,Private,342,114,373,1927,No,3.5,
596,Lahore,Punjab,Lahore Healthcare Facility 596,Diagnostic Lab,Public,342,211,571,1173,Yes,3.3,
597,Hyderabad,Sindh,Hyderabad Healthcare Facility 597,Medical Center,Public,341,274,360,73,Yes,4.5,
598,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 598,Medical Center,Public,340,189,106,115,No,4.8,
599,Sialkot,Punjab,Sialkot Healthcare Facility 599,Hospital,Private,340,258,248,1645,Yes,3.4,
600,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 600,Diagnostic Lab,Private,340,162,340,1019,Yes,3.2,
601,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 601,Hospital,Public,340,299,486,599,Yes,3.1,
602,Faisalabad,Punjab,Faisalabad Healthcare Facility 602,Clinic,Private,337,216,393,623,Yes,3.2,
603,Multan,Punjab,Multan Healthcare Facility 603,Clinic,Public,336,187,133,1209,Yes,4.2,
604,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 604,Medical Center,Public,335,244,210,1065,Yes,2.9,
605,Sialkot,Punjab,Sialkot Healthcare Facility 605,Hospital,Public,334,107,533,1444,No,3.2,
606,Sialkot,Punjab,Sialkot Healthcare Facility 606,Diagnostic Lab,Public,333,129,475,702,No,2.9,
607,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 607,Diagnostic Lab,Public,332,242,18,161,No,3.2,
608,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 608,Diagnostic Lab,Private,332,159,267,463,No,3.9,
609,Hyderabad,Sindh,Hyderabad Healthcare Facility 609,Maternity Home,Public,332,59,54,1980,Yes,4.8,
610,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 610,Diagnostic Lab,Public,332,208,199,581,No,3.3,
611,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 611,Maternity Home,Private,331,263,531,1691,No,3.9,
612,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 612,Medical Center,Public,331,92,386,1251,Yes,4.1,
613,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 613,Hospital,Public,331,104,66,1212,Yes,3.6,
614,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 614,Hospital,Private,330,239,280,1283,Yes,3.5,
615,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 615,Medical Center,Public,330,208,151,1842,No,2.6,
616,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 616,Clinic,Private,329,25,509,1266,No,4.6,
617,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 617,Diagnostic Lab,Private,329,24,514,1033,Yes,2.7,
618,Sialkot,Punjab,Sialkot Healthcare Facility 618,Maternity Home,Private,328,254,142,497,No,3.2,
619,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 619,Medical Center,Private,328,84,366,355,Yes,3,
620,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 620,Medical Center,Public,327,102,162,1326,Yes,4.2,
621,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 621,Maternity Home,Private,325,176,454,716,No,2.9,
622,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 622,Medical Center,Private,325,141,217,67,Yes,4.3,
623,Faisalabad,Punjab,Faisalabad Healthcare Facility 623,Clinic,Public,324,156,225,336,No,2.7,
624,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 624,Hospital,Public,323,174,357,551,No,4.1,
625,Sukkur,Sindh,Sukkur Healthcare Facility 625,Diagnostic Lab,Private,323,293,185,53,Yes,4.8,
626,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 626,Diagnostic Lab,Private,320,79,100,1040,Yes,3.5,
627,Sukkur,Sindh,Sukkur Healthcare Facility 627,Maternity Home,Private,320,231,440,1642,No,4.6,
628,Sialkot,Punjab,Sialkot Healthcare Facility 628,Diagnostic Lab,Private,319,184,85,371,Yes,4.6,
629,Sukkur,Sindh,Sukkur Healthcare Facility 629,Clinic,Private,317,138,50,189,Yes,3.5,
630,Gujranwala,Punjab,Gujranwala Healthcare Facility 630,Clinic,Private,317,34,242,1827,Yes,4.5,
631,Lahore,Punjab,Lahore Healthcare Facility 631,Maternity Home,Private,317,141,78,1501,Yes,3.8,
632,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 632,Maternity Home,Public,317,233,256,1982,No,3.3,
633,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 633,Maternity Home,Public,316,251,292,907,Yes,2.7,
634,Lahore,Punjab,Lahore Healthcare Facility 634,Medical Center,Public,316,264,484,153,No,3.2,
635,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 635,Diagnostic Lab,Private,316,5,341,1411,No,4,
636,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 636,Maternity Home,Private,315,181,522,1921,Yes,2.9,
637,Sukkur,Sindh,Sukkur Healthcare Facility 637,Medical Center,Public,315,81,17,466,No,3.2,
638,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 638,Hospital,Public,314,180,71,180,No,3.8,
639,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 639,Hospital,Public,314,201,240,589,No,3.5,
640,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 640,Medical Center,Public,313,299,210,304,No,3.3,
641,Multan,Punjab,Multan Healthcare Facility 641,Hospital,Public,313,158,229,1794,No,3.2,
642,Faisalabad,Punjab,Faisalabad Healthcare Facility 642,Clinic,Public,311,160,344,1821,No,4.8,
643,Gujranwala,Punjab,Gujranwala Healthcare Facility 643,Maternity Home,Public,310,133,75,1464,Yes,3.6,
644,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 644,Maternity Home,Private,309,145,228,877,No,4.2,
645,Hyderabad,Sindh,Hyderabad Healthcare Facility 645,Hospital,Private,309,20,62,728,No,3.9,
646,Karachi,Sindh,Karachi Healthcare Facility 646,Medical Center,Private,308,48,392,175,Yes,4,
647,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 647,Diagnostic Lab,Private,306,192,598,995,Yes,2.8,
648,Hyderabad,Sindh,Hyderabad Healthcare Facility 648,Medical Center,Private,306,222,35,1432,Yes,3,
649,Sukkur,Sindh,Sukkur Healthcare Facility 649,Hospital,Private,306,278,348,1310,Yes,2.8,
650,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 650,Diagnostic Lab,Public,306,219,456,1152,No,3.2,
651,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 651,Maternity Home,Public,305,189,276,563,Yes,4,
652,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 652,Diagnostic Lab,Private,303,5,32,1246,No,2.7,
653,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 653,Medical Center,Public,302,289,508,1429,No,2.8,
654,Faisalabad,Punjab,Faisalabad Healthcare Facility 654,Hospital,Private,302,232,131,803,No,3.3,
655,Multan,Punjab,Multan Healthcare Facility 655,Medical Center,Public,302,240,431,420,Yes,3.2,
656,Quetta,Balochistan,Quetta Healthcare Facility 656,Hospital,Public,301,160,315,1490,Yes,4.8,
657,Sukkur,Sindh,Sukkur Healthcare Facility 657,Hospital,Private,301,294,137,1302,No,3.2,
658,Sukkur,Sindh,Sukkur Healthcare Facility 658,Hospital,Private,298,110,446,1594,Yes,3.6,
659,Hyderabad,Sindh,Hyderabad Healthcare Facility 659,Maternity Home,Private,298,64,132,1198,No,4.9,
660,Karachi,Sindh,Karachi Healthcare Facility 660,Clinic,Private,296,46,363,1530,No,4,
661,Lahore,Punjab,Lahore Healthcare Facility 661,Diagnostic Lab,Private,295,52,439,1356,No,2.5,
662,Sukkur,Sindh,Sukkur Healthcare Facility 662,Medical Center,Public,294,54,146,262,Yes,3,
663,Lahore,Punjab,Lahore Healthcare Facility 663,Maternity Home,Private,294,74,30,1930,No,2.9,
664,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 664,Clinic,Private,293,39,404,1845,Yes,3.8,
665,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 665,Medical Center,Private,293,213,213,900,Yes,4,
666,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 666,Maternity Home,Private,293,28,22,263,No,2.9,
667,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 667,Hospital,Private,292,290,153,306,No,4,
668,Faisalabad,Punjab,Faisalabad Healthcare Facility 668,Medical Center,Public,292,240,454,466,No,3.2,
669,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 669,Clinic,Public,286,180,227,1583,No,4.8,
670,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 670,Hospital,Private,284,242,158,903,Yes,4.6,
671,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 671,Diagnostic Lab,Private,283,201,514,861,No,2.6,
672,Sukkur,Sindh,Sukkur Healthcare Facility 672,Maternity Home,Private,283,286,542,1738,No,3.4,
673,Quetta,Balochistan,Quetta Healthcare Facility 673,Maternity Home,Public,283,294,79,944,No,3.6,
674,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 674,Hospital,Private,280,160,315,1271,Yes,3.3,
675,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 675,Medical Center,Public,279,178,146,714,No,3.8,
676,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 676,Maternity Home,Private,279,229,273,1825,No,5,
677,Multan,Punjab,Multan Healthcare Facility 677,Medical Center,Private,279,59,473,1304,Yes,4.6,
678,Gujranwala,Punjab,Gujranwala Healthcare Facility 678,Clinic,Public,278,287,275,1483,No,4.1,
679,Karachi,Sindh,Karachi Healthcare Facility 679,Medical Center,Private,277,201,526,1183,No,4.5,
680,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 680,Diagnostic Lab,Private,277,267,134,1362,Yes,5,
681,Quetta,Balochistan,Quetta Healthcare Facility 681,Maternity Home,Public,276,17,600,1511,No,3.3,
682,Gujranwala,Punjab,Gujranwala Healthcare Facility 682,Maternity Home,Private,276,231,19,994,Yes,2.6,
683,Quetta,Balochistan,Quetta Healthcare Facility 683,Hospital,Private,274,147,480,746,Yes,3.4,
684,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 684,Clinic,Public,272,84,207,393,No,4.1,
685,Sialkot,Punjab,Sialkot Healthcare Facility 685,Clinic,Public,272,51,536,1322,No,5,
686,Hyderabad,Sindh,Hyderabad Healthcare Facility 686,Maternity Home,Public,272,185,144,407,Yes,4.1,
687,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 687,Diagnostic Lab,Private,271,65,84,305,No,3.1,
688,Sialkot,Punjab,Sialkot Healthcare Facility 688,Clinic,Public,270,9,554,661,Yes,3,
689,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 689,Clinic,Private,270,175,525,1245,No,4.7,
690,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 690,Hospital,Public,269,156,512,1391,No,4.6,
691,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 691,Medical Center,Private,269,273,278,1796,Yes,3.1,
692,Faisalabad,Punjab,Faisalabad Healthcare Facility 692,Diagnostic Lab,Private,268,42,119,1636,Yes,3.6,
693,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 693,Maternity Home,Private,267,126,279,1972,Yes,2.8,
694,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 694,Clinic,Private,266,226,400,1578,Yes,3.3,
695,Quetta,Balochistan,Quetta Healthcare Facility 695,Medical Center,Public,266,5,480,66,No,3.9,
696,Sukkur,Sindh,Sukkur Healthcare Facility 696,Clinic,Public,265,151,458,1622,No,4.6,
697,Quetta,Balochistan,Quetta Healthcare Facility 697,Clinic,Private,264,228,223,220,No,3.6,
698,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 698,Maternity Home,Private,262,191,175,1371,No,3.2,
699,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 699,Medical Center,Private,262,134,102,532,Yes,2.7,
700,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 700,Hospital,Public,262,182,335,591,Yes,4,
701,Abbottabad,Khyber Pakhtunkhwa,Abbottabad Healthcare Facility 701,Diagnostic Lab,Public,260,282,433,246,Yes,3.7,
702,Gujranwala,Punjab,Gujranwala Healthcare Facility 702,Hospital,Private,260,33,423,680,No,3.4,
703,Quetta,Balochistan,Quetta Healthcare Facility 703,Medical Center,Public,259,274,305,1722,Yes,4.4,
704,Hyderabad,Sindh,Hyderabad Healthcare Facility 704,Maternity Home,Private,259,253,499,1563,Yes,3.1,
705,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 705,Hospital,Private,258,190,390,1858,Yes,3.6,
706,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 706,Clinic,Public,258,290,115,1191,Yes,2.5,
707,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 707,Hospital,Public,258,130,513,753,No,4.3,
708,Sukkur,Sindh,Sukkur Healthcare Facility 708,Maternity Home,Public,257,180,456,1857,Yes,2.5,
709,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 709,Maternity Home,Public,256,299,76,799,No,4.5,
710,Gujranwala,Punjab,Gujranwala Healthcare Facility 710,Medical Center,Public,255,29,281,1507,Yes,4.9,
711,Karachi,Sindh,Karachi Healthcare Facility 711,Maternity Home,Public,254,145,342,620,No,4.9,
712,Faisalabad,Punjab,Faisalabad Healthcare Facility 712,Diagnostic Lab,Private,253,100,569,1619,No,3.6,
713,Peshawar,Khyber Pakhtunkhwa,Peshawar Healthcare Facility 713,Hospital,Public,253,182,537,1910,No,3.1,
714,Faisalabad,Punjab,Faisalabad Healthcare Facility 714,Medical Center,Private,251,126,307,1129,Yes,2.9,
715,Rawalpindi,Punjab,Rawalpindi Healthcare Facility 715,Hospital,Private,251,122,275,514,Yes,4.5,
716,Lahore,Punjab,Lahore Healthcare Facility 716,Maternity Home,Public,251,54,407,1136,Yes,3.3,
717,Quetta,Balochistan,Quetta Healthcare Facility 717,Clinic,Private,249,212,94,626,Yes,4.4,
718,Gujranwala,Punjab,Gujranwala Healthcare Facility 718,Medical Center,Public,246,34,346,283,Yes,4.2,
719,Islamabad,Islamabad Capital,Islamabad Healthcare Facility 719,Maternity Home,Private,246,46,49,1943,Yes,4.8,
720,Mardan,Khyber Pakhtunkhwa,Mardan Healthcare Facility 720,Clinic,Public,246,66,521,945,No,3.3,
721,Bahawalpur,Punjab,Bahawalpur Healthcare Facility 721,Maternity Home,Public,246,195,371,575,No,3.3,
